pff_PLAYID,pff_GAMEID,pff_EXPECTED_POINTS_ADDED,target_name,offense,week,down,quarter,distance,game_clock,completion,yards
6904579,29600,-3.44,Jordan Dingle,SCUN,14,4,4,3,8:53,0,0
6904791,29600,-0.984,Antonio Williams,SCCL,14,2,4,2,6:44,0,0
6904889,29600,-0.505,Antonio Williams,SCCL,14,2,4,13,5:10,1,3
6904917,29600,-0.728,Antonio Williams,SCCL,14,3,4,10,4:28,1,14
6905316,29600,-6.913,Nyck Harbor,SCUN,14,1,4,10,3:29,0,0
6905403,29600,1,Adam Randall,SCCL,14,0,4,0,3:20,1,3
6905478,29600,-0.952,Jayden Sellers,SCUN,14,1,4,10,3:20,0,0
6905554,29600,-3.138,Nyck Harbor,SCUN,14,3,4,7,2:45,1,12
6905915,29600,1.945,Jayden Sellers,SCUN,14,1,4,10,2:04,1,22
6906076,29600,-0.943,Jayden Sellers,SCUN,14,1,4,10,1:56,0,0
6906092,29600,-1.165,Jordan Dingle,SCUN,14,2,4,10,1:51,0,0
6906118,29600,3.026,Rahsul Faison,SCUN,14,3,4,10,1:42,1,12
6906135,29600,-0.854,Jordan Dingle,SCUN,14,1,4,10,1:29,0,0
6906153,29600,-1.114,Jayden Sellers,SCUN,14,2,4,10,1:24,0,0
6906221,29600,5.31,Jayden Sellers,SCUN,14,4,4,10,1:14,1,21
6906261,29600,1.133,Jayden Sellers,SCUN,14,1,4,10,1:07,1,9
6906371,29600,-1.201,Vandrevius Jacobs,SCUN,14,3,4,21,0:08,1,6
6906394,29600,0,Vandrevius Jacobs,SCUN,14,4,4,15,0:02,1,13
6905396,29603,-0.427,Zeke Moore,MABC,14,1,1,10,15:00,1,3
6905443,29603,1.922,Lewis Bond,MABC,14,3,1,4,13:45,1,5
6906029,29603,-0.116,Daunte Bacheyie,NYSY,14,3,1,13,8:46,1,3
6906208,29603,-0.045,Jeremiah Franklin,MABC,14,1,1,10,7:58,1,4
6906284,29603,2.341,Lewis Bond,MABC,14,3,1,8,6:28,1,17
6906449,29603,-0.593,Reed Harris,MABC,14,3,1,12,4:12,0,0
6906510,29605,-1.16,Chris Brazzell II,TNUN,14,2,1,11,14:41,0,0
6906553,29605,-0.466,DeSean Bishop,TNUN,14,3,1,11,14:33,1,6
6906687,29605,-0.041,Richie Hoskins,TNVA,14,2,1,8,12:59,1,5
6906703,29605,1.524,Eli Stowers,TNVA,14,3,1,3,12:32,1,3
6906981,29605,0.829,Tre Richardson,TNVA,14,1,1,10,9:53,1,20
6907007,29605,-0.512,Eli Stowers,TNVA,14,1,1,10,9:07,0,0
6907121,29605,-3.443,Sedrick Alexander,TNVA,14,3,1,17,8:38,0,0
6906912,29614,4.353,Jeremiah McClellan,ORUN,14,3,1,7,12:15,1,35
6906945,29614,-0.872,Malik Benson,ORUN,14,2,1,5,11:27,0,0
6906973,29614,-1.806,Jeremiah McClellan,ORUN,14,3,1,5,11:21,0,0
6900128,29616,-0.62,Terrance Carter Jr.,TXTC,14,3,2,6,10:35,1,4
6900159,29616,2.969,Coy Eakin,TXTC,14,4,2,2,10:00,1,14
6900316,29616,2.576,Cameron Dickey,TXTC,14,3,2,10,7:17,1,10
6900344,29616,1.416,Caleb Douglas,TXTC,14,1,2,4,6:56,1,4
6900569,29616,1.84,Jeff Weimer,WVUN,14,2,2,8,6:32,1,14
6900603,29616,0.984,Jeff Weimer,WVUN,14,1,2,10,6:13,1,17
6900614,29616,0.549,Jeff Weimer,WVUN,14,1,2,10,5:38,1,7
6900646,29616,-0.789,Justin Smith-Brown,WVUN,14,2,2,3,5:11,0,0
6900873,29616,-3.749,Jeff Weimer,WVUN,14,4,2,2,4:50,0,0
6900983,29616,4.872,Caleb Douglas,TXTC,14,3,2,10,3:44,1,43
6900998,29616,-0.98,Terrance Carter Jr.,TXTC,14,1,2,10,3:00,1,-3
6901054,29616,-0.37,Coy Eakin,TXTC,14,2,2,17,2:15,1,4
6901184,29616,4.327,Reggie Virgil,TXTC,14,3,2,13,2:00,1,25
6901221,29616,-7.689,Terrance Carter Jr.,TXTC,14,1,2,1,1:54,0,0
6901300,29616,2.992,Jeff Weimer,WVUN,14,2,2,13,1:37,1,23
6901311,29616,-0.339,Cam Vaughn,WVUN,14,1,2,10,1:27,1,3
6901322,29616,-1.089,Jeff Weimer,WVUN,14,2,2,7,1:03,0,0
6901342,29616,2.48,Rodney Gallagher III,WVUN,14,3,2,7,0:56,0,0
6901382,29616,0.941,Grayson Barnes,WVUN,14,1,2,10,0:49,1,29
6901410,29616,-3.877,Cam Vaughn,WVUN,14,1,2,10,0:43,0,0
6901423,29616,0.396,Terrance Carter Jr.,TXTC,14,1,2,10,0:40,1,7
6901496,29616,2.897,Terrance Carter Jr.,TXTC,14,2,2,12,0:22,1,21
6902179,29616,0.885,Coy Eakin,TXTC,14,1,3,10,14:55,1,10
6902223,29616,3.889,Caleb Douglas,TXTC,14,2,3,10,14:09,1,50
6902560,29616,2.16,Jacob Barrick,WVUN,14,3,3,5,12:13,1,7
6902572,29616,-0.872,Rodney Gallagher III,WVUN,14,1,3,10,11:35,0,0
6902618,29616,-0.623,Rodney Gallagher III,WVUN,14,3,3,13,10:56,1,6
6902888,29616,1.837,Micah Hudson,TXTC,14,2,3,8,9:11,0,0
6903300,29616,1.587,Jeff Weimer,WVUN,14,3,3,6,7:32,1,7
6903533,29616,-5.403,Cam Vaughn,WVUN,14,3,3,20,6:02,0,0
6903646,29616,3.737,Micah Hudson,TXTC,14,3,3,7,4:26,1,15
6903781,29616,-1.185,Rodney Gallagher III,WVUN,14,2,3,7,3:59,0,0
6904290,29616,4.943,Micah Hudson,TXTC,14,3,4,10,13:40,1,30
6904584,29616,1.186,Jeff Weimer,WVUN,14,1,4,10,13:33,1,9
6904656,29616,-1.139,Curtis Jones Jr.,WVUN,14,2,4,10,12:06,0,0
6904686,29616,-1.204,Justin Smith-Brown,WVUN,14,3,4,10,11:57,0,0
6904908,29616,3.53,Tristian Gentry,TXTC,14,3,4,14,10:16,1,15
6905042,29616,-1.458,Tyson Turner,TXTC,14,3,4,8,8:04,0,0
6905277,29616,-1.055,Cyncir Bowers,WVUN,14,2,4,11,6:55,0,0
6905557,29616,2.739,Leyton Stone,TXTC,14,3,4,4,4:27,1,14
6907427,29561,1.04,Brett Norfleet,MOUN,14,1,1,10,9:40,1,13
6907701,29561,1.056,CJ Brown,ARUN,14,1,1,10,7:12,1,14
6907742,29561,-1.079,CJ Brown,ARUN,14,2,1,7,6:12,0,0
6907801,29561,2.087,Mike Washington Jr.,ARUN,14,3,1,7,6:06,1,8
6907836,29561,-0.869,Rohan Jones,ARUN,14,2,1,3,5:04,0,0
6907883,29561,1.25,CJ Brown,ARUN,14,3,1,3,4:59,1,15
6907968,29561,-0.432,Jaden Platt,ARUN,14,1,1,10,3:15,0,0
6908038,29561,3.379,O'Mega Blake,ARUN,14,3,1,11,2:26,1,16
6908286,29561,-0.943,Brett Norfleet,MOUN,14,1,1,10,1:22,0,0
6909006,29561,-0.279,Josh Manning,MOUN,14,2,2,6,10:26,1,2
6909258,29561,-0.952,Raylen Sharpe,ARUN,14,1,2,10,9:33,0,0
6909337,29561,0.203,Mike Washington Jr.,ARUN,14,1,2,15,8:34,1,6
6909434,29561,-1.505,Kam Shanks,ARUN,14,3,2,10,5:35,0,0
6909685,29561,2.299,Kevin Coleman Jr.,MOUN,14,3,2,6,3:06,0,0
6909889,29561,-2.215,Brett Norfleet,MOUN,14,3,2,10,1:26,0,0
6910177,29561,0.142,Jaden Platt,ARUN,14,1,2,10,1:15,1,5
6910360,29561,1.813,O'Mega Blake,ARUN,14,2,2,15,0:43,1,23
6910367,29561,0.042,Mike Washington Jr.,ARUN,14,1,2,10,0:32,1,4
6910397,29561,-2.681,O'Mega Blake,ARUN,14,3,2,1,0:18,0,0
6910826,29561,-1.135,Mike Washington Jr.,ARUN,14,2,3,15,14:23,0,0
6910847,29561,-0.296,Mike Washington Jr.,ARUN,14,3,3,15,14:18,1,6
6910887,29561,-0.943,Brett Norfleet,MOUN,14,1,3,10,13:27,0,0
6910917,29561,2.704,Jamal Roberts,MOUN,14,3,3,8,12:43,1,10
6911099,29561,-1.19,Jaden Platt,ARUN,14,2,3,3,11:22,0,0
6911266,29561,2.519,Raylen Sharpe,ARUN,14,2,3,13,10:21,1,22
6911320,29561,-0.569,Jaden Platt,ARUN,14,1,3,10,8:38,0,0
6911343,29561,-0.186,Raylen Sharpe,ARUN,14,2,3,10,8:34,1,4
6911364,29561,-1.613,O'Mega Blake,ARUN,14,3,3,6,7:56,1,4
6911702,29561,-1.093,Brett Norfleet,MOUN,14,2,3,13,4:03,1,0
6911788,29561,-0.817,CJ Brown,ARUN,14,1,3,10,2:32,0,0
6911830,29561,-1.62,CJ Brown,ARUN,14,3,3,8,1:48,0,0
6912476,29561,-0.952,Mike Washington Jr.,ARUN,14,1,4,10,9:56,0,0
6907204,29564,4.689,Agyeman Addae,FLCE,14,4,4,3,9:49,1,19
6907228,29564,0.155,Agyeman Addae,FLCE,14,1,4,10,9:27,1,5
6907315,29564,-1.035,Chris Domercant,FLCE,14,2,4,10,8:38,0,0
6907379,29564,-3.036,Dylan Wade,FLCE,14,4,4,4,7:43,0,0
6907573,29564,-0.862,Jojo Phillips,UTBY,14,1,4,10,7:37,0,0
6907656,29564,2.065,Parker Kingston,UTBY,14,3,4,3,6:56,1,21
6908011,29564,0.254,Dylan Wade,FLCE,14,1,4,10,3:53,1,6
6908030,29564,-1.2,Duane Thomas Jr.,FLCE,14,2,4,4,3:21,0,0
6908073,29564,-1.947,Waden Charles,FLCE,14,3,4,4,3:15,0,0
6908109,29564,-1.771,Waden Charles,FLCE,14,4,4,4,3:11,0,0
6908542,29564,0.055,Agyeman Addae,FLCE,14,1,4,10,0:26,1,5
6908565,29564,0,Agyeman Addae,FLCE,14,2,4,5,0:02,1,13
6907218,29570,-0.873,Demond Claiborne,NCWF,14,2,1,9,6:45,0,0
6907568,29570,2.051,Nate Sheppard,NCDU,14,2,1,11,5:25,1,13
6907608,29570,2.142,Jeremiah Hasley,NCDU,14,2,1,11,4:06,1,4
6907636,29570,0.569,Cooper Barkate,NCDU,14,1,1,10,3:44,0,0
6907702,29570,-0.163,Jeremiah Hasley,NCDU,14,1,1,10,3:38,1,3
6907766,29570,0.874,Anderson Castle,NCDU,14,3,1,2,2:11,1,17
6907898,29570,-0.675,Sahmir Hagans,NCDU,14,2,1,3,0:48,1,-1
6908130,29570,-0.957,Micah Mays Jr.,NCWF,14,1,2,10,15:00,0,0
6908243,29570,-1.073,Chris Barnes,NCWF,14,2,2,6,13:00,0,0
6908267,29570,2.687,Carlos Hernandez,NCWF,14,3,2,6,12:54,1,23
6908292,29570,-0.451,Carlos Hernandez,NCWF,14,1,2,10,12:43,1,1
6908315,29570,-0.805,Eni Falayi,NCWF,14,2,2,9,12:06,0,0
6908360,29570,4.337,Sawyer Racanelli,NCWF,14,3,2,9,12:01,1,22
6908750,29570,-1.162,Que'Sean Brown,NCDU,14,2,2,10,11:45,0,0
6908920,29570,1.23,Chris Barnes,NCWF,14,1,2,10,10:46,1,19
6908982,29570,0.963,Eni Falayi,NCWF,14,3,2,4,9:07,1,5
6909325,29570,1.503,Sterling Berkhalter,NCWF,14,2,2,19,5:26,1,16
6909470,29570,-0.174,Cooper Barkate,NCDU,14,1,2,10,4:02,1,3
6909550,29570,1.038,Nate Sheppard,NCDU,14,3,2,5,2:39,1,9
6909765,29570,2.644,Que'Sean Brown,NCDU,14,3,2,7,1:49,1,16
6909888,29570,2.089,Carlos Hernandez,NCWF,14,1,2,10,1:38,1,25
6909940,29570,-1.073,Ty Clark III,NCWF,14,2,2,6,1:13,0,0
6909976,29570,-1.129,Kamrean Johnson,NCWF,14,3,2,6,1:08,1,3
6909985,29570,3.507,Sawyer Racanelli,NCWF,14,4,2,3,1:04,1,13
6910016,29570,0.859,Carlos Hernandez,NCWF,14,2,2,10,0:54,0,0
6910085,29570,2.966,Karate Brenson,NCWF,14,1,2,10,0:35,1,20
6910197,29570,1.085,Nate Sheppard,NCDU,14,1,2,10,0:29,1,14
6910232,29570,1.208,Jeremiah Hasley,NCDU,14,1,2,10,0:21,1,9
6910344,29570,-1.695,Cooper Barkate,NCDU,14,3,2,1,0:09,0,0
6910354,29570,0,Que'Sean Brown,NCDU,14,4,2,1,0:04,1,26
6910844,29570,-1.319,Carlos Hernandez,NCWF,14,1,3,10,14:56,1,18
6910860,29570,-1.111,Eni Falayi,NCWF,14,1,3,18,14:38,1,-6
6911144,29570,-0.959,Sawyer Racanelli,NCWF,14,2,3,9,10:43,0,0
6911314,29570,0.147,Nate Sheppard,NCDU,14,1,3,10,10:16,1,5
6911318,29570,2.649,Sahmir Hagans,NCDU,14,2,3,5,9:51,1,30
6911423,29570,-0.946,Demond Claiborne,NCWF,14,2,3,9,9:24,1,1
6911450,29570,3.529,Sawyer Racanelli,NCWF,14,3,3,8,8:48,1,19
6911470,29570,-1.1,Carlos Hernandez,NCWF,14,2,3,10,8:15,0,0
6911520,29570,-2.53,Sawyer Racanelli,NCWF,14,3,3,10,8:11,0,0
6911562,29570,-0.732,Anderson Castle,NCDU,14,1,3,10,8:06,1,1
6911583,29570,1.434,Que'Sean Brown,NCDU,14,2,3,9,7:29,1,9
6911611,29570,0.541,Cooper Barkate,NCDU,14,1,3,10,7:03,1,7
6911641,29570,0.589,Sahmir Hagans,NCDU,14,2,3,3,6:23,0,0
6911725,29570,0.922,Cooper Barkate,NCDU,14,2,3,2,4:07,0,0
6911779,29570,-0.679,Sahmir Hagans,NCDU,14,1,3,2,4:02,0,0
6911975,29570,1.476,Sawyer Racanelli,NCWF,14,1,3,10,3:52,1,17
6912009,29570,1.889,Kamrean Johnson,NCWF,14,2,3,9,2:53,1,15
6912019,29570,0.998,Carlos Hernandez,NCWF,14,1,3,10,2:25,1,8
6912100,29570,0.065,Carlos Hernandez,NCWF,14,1,3,10,0:37,1,4
6912412,29570,1.269,Sawyer Racanelli,NCWF,14,1,4,10,13:54,1,14
6912421,29570,1.477,Sawyer Racanelli,NCWF,14,1,4,10,13:33,1,18
6912425,29570,-0.858,Sawyer Racanelli,NCWF,14,1,4,10,13:12,0,0
6912462,29570,-0.679,Sterling Berkhalter,NCWF,14,1,4,10,12:44,0,0
6912486,29570,0.012,Eni Falayi,NCWF,14,2,4,10,12:40,1,5
6912504,29570,1.115,Ty Clark III,NCWF,14,3,4,5,12:18,1,5
6912508,29570,1.313,Ty Clark III,NCWF,14,1,4,10,11:51,1,9
6909253,29571,-0.476,Duce Robinson,FLST,14,2,1,12,14:32,1,4
6909369,29571,-0.788,Hayden Hansen,FLUN,14,2,1,7,11:43,0,0
6909392,29571,1.577,J. Michael Sturdivant,FLUN,14,3,1,7,11:37,1,19
6909454,29571,-2.162,Vernell Brown III,FLUN,14,3,1,3,9:35,0,0
6909680,29571,3.251,Duce Robinson,FLST,14,1,1,10,9:25,1,44
6909931,29571,0.691,Aidan Mizell,FLUN,14,1,1,10,5:51,1,10
6910037,29571,1.791,Duke Clark,FLUN,14,3,1,5,3:55,1,11
6910210,29571,1.7,J. Michael Sturdivant,FLUN,14,1,1,10,3:41,1,34
6910248,29571,-0.51,Aidan Mizell,FLUN,14,2,1,5,2:56,0,0
6910272,29571,2.395,J. Michael Sturdivant,FLUN,14,3,1,5,2:52,1,5
6910369,29571,1.028,Lawayne McCoy,FLST,14,1,1,10,2:21,1,13
6910533,29571,-0.547,Duce Robinson,FLST,14,1,2,10,14:34,0,0
6910549,29571,0.083,Jaylin Lucas,FLST,14,2,2,10,14:27,1,5
6910564,29571,3.358,Micahi Danzy,FLST,14,3,2,5,13:48,1,13
6910691,29571,1.204,Hayden Hansen,FLUN,14,2,2,5,11:44,1,15
6910786,29571,-0.588,Hayden Hansen,FLUN,14,1,2,10,8:26,0,0
6910816,29571,1.004,Aidan Mizell,FLUN,14,2,2,10,8:21,1,13
6910989,29571,2.31,Tony Livingston,FLUN,14,2,2,8,5:45,1,9
6911119,29571,-0.957,Jaylin Lucas,FLST,14,1,2,10,5:38,1,0
6911187,29571,0.908,Duce Robinson,FLST,14,1,2,10,4:30,1,12
6911348,29571,-0.824,Micahi Danzy,FLST,14,1,2,10,3:55,0,0
6911419,29571,-1.059,Ousmane Kromah,FLST,14,2,2,10,3:48,0,0
6911449,29571,3.305,Lawayne McCoy,FLST,14,3,2,10,3:42,1,27
6911519,29571,1.071,Vernell Brown III,FLUN,14,1,2,10,2:53,1,14
6911555,29571,-6.843,Aidan Mizell,FLUN,14,1,2,10,2:23,0,0
6911861,29571,1.863,Micahi Danzy,FLST,14,3,2,4,1:22,1,7
6911880,29571,0.035,Vernell Brown III,FLUN,14,1,2,10,1:03,1,5
6911932,29571,0.97,Vernell Brown III,FLUN,14,3,2,2,0:49,1,3
6911946,29571,-0.778,Amir Jackson,FLUN,14,1,2,10,0:45,0,0
6911964,29571,-1.047,Vernell Brown III,FLUN,14,2,2,10,0:39,0,0
6912216,29571,-1.486,Aidan Mizell,FLUN,14,3,2,10,0:34,0,0
6912236,29571,0.086,Randy Pittman Jr.,FLST,14,1,2,10,0:05,1,5
6907422,29584,-0.483,Le'Meke Brockington,MNUN,14,1,1,10,8:11,0,0
6907487,29584,-1.491,Javon Tracy,MNUN,14,3,1,8,7:29,1,0
6907756,29584,-0.53,Lance Mason,WIUN,14,2,1,7,6:04,1,3
6908045,29584,1.116,Javon Tracy,MNUN,14,2,1,7,3:54,1,7
6908071,29584,-0.325,Frank Bierman,MNUN,14,1,1,10,3:24,1,3
6908164,29584,0.084,Malachi Coleman,MNUN,14,2,1,6,1:01,1,4
6908829,29584,-0.18,Darius Taylor,MNUN,14,1,2,10,10:26,1,3
6908880,29584,-0.227,Darius Taylor,MNUN,14,1,2,10,8:43,1,2
6909149,29584,2.018,Vinny Anthony II,WIUN,14,2,2,10,6:27,1,12
6909159,29584,-0.935,Trech Kekahuna,WIUN,14,1,2,10,5:51,0,0
6909237,29584,-1.397,Trech Kekahuna,WIUN,14,3,2,7,4:59,1,4
6909361,29584,-0.121,Jalen Smith,MNUN,14,1,2,10,4:12,1,4
6909395,29584,-0.573,Javon Tracy,MNUN,14,2,2,6,3:35,1,2
6909507,29584,-0.427,Trech Kekahuna,WIUN,14,1,2,10,2:45,1,3
6909517,29584,-1.141,Trech Kekahuna,WIUN,14,2,2,7,2:11,0,0
6909547,29584,6.595,Vinny Anthony II,WIUN,14,3,2,7,2:08,1,67
6909733,29584,-0.525,Trech Kekahuna,WIUN,14,2,2,2,1:14,1,0
6909896,29584,2.58,Jackson Acker,WIUN,14,4,2,1,0:27,1,1
6910710,29584,-1.163,Vinny Anthony II,WIUN,14,2,3,6,14:17,0,0
6910733,29584,2.351,Vinny Anthony II,WIUN,14,3,3,6,14:10,1,7
6910779,29584,-5.171,Tucker Ashcraft,WIUN,14,1,3,10,13:29,0,0
6910836,29584,-0.687,Le'Meke Brockington,MNUN,14,1,3,10,13:24,0,0
6911010,29584,0.463,Tucker Ashcraft,WIUN,14,2,3,7,11:41,1,6
6911052,29584,0.911,Lance Mason,WIUN,14,1,3,10,10:19,1,11
6911068,29584,0.365,Vinny Anthony II,WIUN,14,1,3,10,9:38,1,6
6911086,29584,1.53,Lance Mason,WIUN,14,2,3,4,8:57,1,26
6911191,29584,-7.772,Trech Kekahuna,WIUN,14,3,3,7,6:40,0,0
6911231,29584,-0.211,Jameson Geers,MNUN,14,1,3,10,6:26,1,2
6911260,29584,2.904,Jameson Geers,MNUN,14,3,3,7,5:09,1,13
6911616,29584,-0.347,Tucker Ashcraft,WIUN,14,2,3,13,2:16,1,4
6911986,29584,-0.45,Drew Biber,MNUN,14,3,4,5,14:15,1,3
6912092,29584,-1.832,Trech Kekahuna,WIUN,14,3,4,7,12:00,0,0
6912193,29584,1.547,Le'Meke Brockington,MNUN,14,1,4,10,11:47,1,19
6912222,29584,-0.359,Darius Taylor,MNUN,14,1,4,10,11:10,1,3
6912311,29584,-1.738,Jameson Geers,MNUN,14,3,4,6,8:07,1,4
6912463,29584,-0.079,Eugene Hilton Jr.,WIUN,14,1,4,10,7:08,1,5
6912474,29584,-1.092,Vinny Anthony II,WIUN,14,2,4,5,6:29,0,0
6912575,29584,1.213,Chris Brooks Jr.,WIUN,14,2,4,2,4:11,1,18
6912590,29584,1.427,Lance Mason,WIUN,14,1,4,10,3:47,1,9
6907202,29592,-7.37,JV Gibson,OKUN,14,3,1,6,12:07,0,0
6907234,29592,-6.847,Bauer Sharp,LAST,14,1,1,4,11:57,0,0
6907499,29592,-1.187,Isaiah Sategna III,OKUN,14,3,1,6,10:54,0,0
6907588,29592,0.032,Barion Brown,LAST,14,1,1,10,10:35,1,5
6907953,29592,4.079,JV Gibson,OKUN,14,3,1,11,8:20,1,27
6907962,29592,-0.259,Deion Burks,OKUN,14,1,1,10,7:59,1,3
6908006,29592,1.117,Jaren Kanak,OKUN,14,3,1,4,6:55,0,0
6908099,29592,0.897,Jaren Kanak,OKUN,14,1,1,15,6:51,1,10
6908123,29592,0.255,Isaiah Sategna III,OKUN,14,2,1,5,6:07,1,6
6908144,29592,-0.516,JV Gibson,OKUN,14,1,1,10,5:25,0,0
6908201,29592,-1.873,Jaren Kanak,OKUN,14,3,1,5,4:41,0,0
6908439,29592,-0.957,Barion Brown,LAST,14,1,1,10,4:31,0,0
6908490,29592,-0.85,Kyle Parker,LAST,14,3,1,10,4:20,0,0
6908620,29592,0.003,JV Gibson,OKUN,14,1,1,10,4:08,1,5
6908650,29592,0.742,Isaiah Sategna III,OKUN,14,2,1,5,3:32,1,5
6908875,29592,-1.111,Isaiah Sategna III,OKUN,14,2,1,11,2:27,0,0
6908976,29592,1.04,Zavion Thomas,LAST,14,1,1,10,1:37,1,2
6909052,29592,1.349,Bauer Sharp,LAST,14,1,1,15,1:16,1,17
6909109,29592,0.317,Jelani Watkins,LAST,14,1,1,10,0:40,0,0
6909276,29592,1.186,JV Gibson,OKUN,14,1,2,10,13:35,1,9
6909301,29592,-1.58,Isaiah Sategna III,OKUN,14,2,2,1,13:01,1,-1
6909315,29592,-2.162,Kaden Helms,OKUN,14,3,2,2,12:16,0,0
6909465,29592,-0.955,Ju'Juan Johnson,LAST,14,1,2,10,12:01,1,0
6909500,29592,-0.98,Barion Brown,LAST,14,3,2,8,10:32,0,0
6909673,29592,-1.416,Tory Blaylock,OKUN,14,1,2,10,9:35,0,0
6909703,29592,-0.297,Jaren Kanak,OKUN,14,1,2,20,9:29,1,1
6909721,29592,-0.983,Jaren Kanak,OKUN,14,2,2,19,8:49,0,0
6909943,29592,-1.737,Ju'Juan Johnson,LAST,14,1,2,10,6:48,1,-1
6910036,29592,-0.793,Harlem Berry,LAST,14,2,2,16,5:52,1,2
6910118,29592,0.755,Deion Burks,OKUN,14,1,2,10,4:23,1,8
6910160,29592,-0.378,Isaiah Sategna III,OKUN,14,1,2,10,3:18,1,3
6910332,29592,2.209,Isaiah Sategna III,OKUN,14,3,2,6,2:00,1,9
6910382,29592,1.115,Jaren Kanak,OKUN,14,2,2,10,1:23,1,9
6911078,29592,-1.121,Deion Burks,OKUN,14,2,3,10,13:59,0,0
6911288,29592,4.087,Isaiah Sategna III,OKUN,14,3,3,15,13:53,1,29
6911316,29592,-7.538,Jaren Kanak,OKUN,14,1,3,10,13:29,0,0
6911397,29592,0.574,Zavion Thomas,LAST,14,1,3,1,11:26,1,1
6911654,29592,1.974,Kaden Helms,OKUN,14,2,3,8,10:52,1,16
6911705,29592,3.802,JV Gibson,OKUN,14,3,3,14,9:09,1,30
6911755,29592,-0.753,Isaiah Sategna III,OKUN,14,2,3,7,8:02,0,0
6911795,29592,-2.129,JV Gibson,OKUN,14,3,3,7,7:56,0,0
6912028,29592,-1.097,Isaiah Sategna III,OKUN,14,2,3,8,5:05,0,0
6912063,29592,0.187,Isaiah Sategna III,OKUN,14,3,3,8,4:59,1,7
6912243,29592,3.947,Deion Burks,OKUN,14,2,3,10,1:57,1,45
6912315,29592,-0.222,Barion Brown,LAST,14,1,3,10,1:47,1,4
6912331,29592,1.112,Kyle Parker,LAST,14,2,3,6,1:06,1,6
6912471,29592,-1.133,Trey'Dez Green,LAST,14,2,4,9,15:00,0,0
6912555,29592,-1.161,Deion Burks,OKUN,14,2,4,10,13:33,0,0
6907925,29597,-0.251,DT Sheffield,NJRU,14,3,1,7,4:15,1,6
6908018,29597,1.857,Kenny Fletcher Jr.,NJRU,14,1,1,10,3:16,1,39
6908237,29597,-0.903,Trebor Pena,PAST,14,1,1,10,1:22,0,0
6908296,29597,1.166,Devonte Ross,PAST,14,1,1,10,0:29,0,0
6908703,29597,-0.952,DT Sheffield,NJRU,14,1,2,10,14:55,0,0
6909101,29597,-1.597,Devonte Ross,PAST,14,3,2,8,12:33,0,0
6909365,29597,1.164,Luke Reynolds,PAST,14,1,2,10,9:18,1,9
6909391,29597,1.205,Andrew Rappleyea,PAST,14,1,2,10,8:18,1,14
6909463,29597,1.442,Nicholas Singleton,PAST,14,1,2,10,7:38,1,9
6909513,29597,-0.815,Nicholas Singleton,PAST,14,1,2,10,6:33,0,0
6909845,29597,0.539,Ian Strong,NJRU,14,1,2,10,2:00,1,13
6909996,29597,3.199,DT Sheffield,NJRU,14,2,2,16,0:32,1,21
6910178,29597,0.25,Trebor Pena,PAST,14,2,2,2,0:22,1,6
6910207,29597,1.297,Devonte Ross,PAST,14,1,2,10,0:17,1,19
6910262,29597,-0.999,Trebor Pena,PAST,14,1,2,10,0:10,1,23
6910933,29597,3.274,Trebor Pena,PAST,14,4,3,2,12:45,1,7
6911062,29597,1.255,Nicholas Singleton,PAST,14,2,3,7,11:45,1,14
6911071,29597,0.448,Kyron Hudson,PAST,14,1,3,10,11:10,0,0
6911197,29597,-1.725,Trebor Pena,PAST,14,3,3,3,9:37,1,0
6911305,29597,-0.952,Ian Strong,NJRU,14,1,3,10,8:53,0,0
6911345,29597,-1.33,Kenny Fletcher Jr.,NJRU,14,2,3,10,8:49,1,4
6911375,29597,4.518,KJ Duff,NJRU,14,3,3,12,8:06,1,33
6911430,29597,1.038,KJ Duff,NJRU,14,1,3,15,7:10,1,13
6911510,29597,0.599,Ian Strong,NJRU,14,2,3,9,6:14,1,7
6911597,29597,2.307,KJ Duff,NJRU,14,2,3,7,3:55,1,13
6911789,29597,-0.622,Luke Reynolds,PAST,14,1,3,10,3:47,1,2
6911811,29597,2.828,Kyron Hudson,PAST,14,2,3,8,3:08,1,23
6911853,29597,-0.035,Andrew Rappleyea,PAST,14,2,3,2,2:07,1,5
6912209,29597,1.231,Kenny Fletcher Jr.,NJRU,14,2,4,6,14:24,1,13
6912241,29597,3.302,Antwan Raymond,NJRU,14,1,4,10,13:40,1,46
6912278,29597,1,KJ Duff,NJRU,14,0,4,0,13:33,1,3
6912367,29597,-0.944,Devonte Ross,PAST,14,1,4,10,13:28,0,0
6912420,29597,0.379,Kaytron Allen,PAST,14,3,4,12,12:38,1,11
6912594,29597,-1.172,Ian Strong,NJRU,14,2,4,9,10:36,0,0
6907241,29603,-0.519,Mekhi Dodd,MABC,14,2,2,7,13:40,1,3
6907454,29603,-1.638,Turbo Richard,MABC,14,3,2,4,12:57,0,0
6907532,29603,1.18,Davion Kerr,NYSY,14,1,2,10,12:41,1,9
6907824,29603,0.642,Johntay Cook II,NYSY,14,2,2,8,6:33,1,11
6907990,29603,-1.313,Dan Villari,NYSY,14,3,2,8,3:54,1,3
6908274,29603,1.312,Reed Harris,MABC,14,1,2,10,3:05,0,0
6908355,29603,1.863,Lewis Bond,MABC,14,2,2,7,2:20,1,18
6908582,29603,0.286,Reed Harris,MABC,14,1,2,15,2:00,1,6
