pff_PLAYID,pff_GAMEID,pff_EXPECTED_POINTS_ADDED,target_name,offense,week,down,quarter,distance,game_clock,completion,yards,position,origin,destination
6928984,30367,1.239,Max Klare,OHST,17,1,3,10,06:10,1,20,TE,Purdue,Ohio State
6928998,30367,0.79,Max Klare,OHST,17,1,3,10,04:26,1,8,TE,Purdue,Ohio State
6943501,30387,-0.408,Isaiah Horton,ALUN,16,2,1,9,09:51,1,4,WR,Miami,Alabama
6943503,30387,-0.918,Isaiah Horton,ALUN,16,3,1,5,09:17,0,0,WR,Miami,Alabama
6943509,30387,1.757,Jer'Michael Carter,OKUN,16,2,1,8,08:27,1,21,WR,McNeese,Oklahoma
6943511,30387,-0.607,JV Gibson,OKUN,16,1,1,10,07:45,0,0,WR,Arkansas-Pine Bluff,Oklahoma
6943543,30387,-0.644,Isaiah Sategna III,OKUN,16,3,1,18,01:36,1,10,WR,Arkansas,Oklahoma
6943552,30387,-1.853,Isaiah Horton,ALUN,16,3,2,3,15:00,0,0,WR,Miami,Alabama
6943557,30387,-0.872,Isaiah Sategna III,OKUN,16,1,2,10,14:48,0,0,WR,Arkansas,Oklahoma
6943571,30387,1.633,Isaiah Sategna III,OKUN,16,1,2,7,10:55,1,7,WR,Arkansas,Oklahoma
6943603,30387,-0.348,JV Gibson,OKUN,16,2,2,6,05:25,1,3,WR,Arkansas-Pine Bluff,Oklahoma
6943611,30387,0.563,Isaiah Horton,ALUN,16,1,2,10,04:23,1,14,WR,Miami,Alabama
6943615,30387,-0.08,Isaiah Horton,ALUN,16,2,2,17,03:03,1,6,WR,Miami,Alabama
6943625,30387,2.346,Jer'Michael Carter,OKUN,16,2,2,8,02:00,1,22,WR,McNeese,Oklahoma
6943628,30387,-9.237,Keontez Lewis,OKUN,16,2,2,13,01:26,0,0,WR,Southern Illinois,Oklahoma
6943637,30387,-0.265,Keontez Lewis,OKUN,16,2,2,10,01:14,1,5,WR,Southern Illinois,Oklahoma
6943641,30387,-0.292,Jer'Michael Carter,OKUN,16,1,2,10,00:22,1,3,WR,McNeese,Oklahoma
6943651,30387,-0.162,Isaiah Horton,ALUN,16,1,3,10,14:16,1,4,WR,Miami,Alabama
6943653,30387,-1.159,Isaiah Horton,ALUN,16,2,3,6,13:42,0,0,WR,Miami,Alabama
6943664,30387,-1.366,Isaiah Sategna III,OKUN,16,3,3,6,12:34,0,0,WR,Arkansas,Oklahoma
6943733,30387,3.724,Isaiah Horton,ALUN,16,2,4,9,14:02,1,37,WR,Miami,Alabama
6943765,30387,-0.952,Isaiah Sategna III,OKUN,16,1,4,10,07:24,0,0,WR,Arkansas,Oklahoma
6943787,30387,5.055,JV Gibson,OKUN,16,4,4,5,04:24,1,38,WR,Arkansas-Pine Bluff,Oklahoma
6943821,30388,1.186,Mario Craver,TXAM,16,1,1,10,15:00,1,9,WR,Mississippi State,Texas A&M
6943823,30388,-1.167,Mario Craver,TXAM,16,2,1,1,14:41,0,0,WR,Mississippi State,Texas A&M
6943829,30388,-1.119,KC Concepcion,TXAM,16,2,1,5,13:40,0,0,WR,NC State,Texas A&M
6943833,30388,-0.641,Mario Craver,TXAM,16,1,1,10,12:52,1,1,WR,Mississippi State,Texas A&M
6943849,30388,-0.453,Keelan Marion,FLMI,16,1,1,10,09:17,1,3,WR,BYU,Miami
6943854,30388,-0.567,Alex Bauman,FLMI,16,2,1,8,07:19,1,3,TE,Tulane,Miami
6943856,30388,-1.164,Keelan Marion,FLMI,16,3,1,5,06:37,0,0,WR,BYU,Miami
6943864,30388,0.854,Nate Boerkircher,TXAM,16,1,1,10,05:26,1,19,TE,Nebraska,Texas A&M
6943866,30388,-0.425,Mario Craver,TXAM,16,1,1,10,04:45,1,1,WR,Mississippi State,Texas A&M
6943900,30388,2.775,Mario Craver,TXAM,16,1,2,10,13:19,1,59,WR,Mississippi State,Texas A&M
6943919,30388,-0.55,Alex Bauman,FLMI,16,3,2,13,09:08,1,4,TE,Tulane,Miami
6943944,30388,-0.256,Mario Craver,TXAM,16,2,2,8,02:34,1,4,WR,Mississippi State,Texas A&M
6943955,30388,2.442,CJ Daniels,FLMI,16,3,2,8,00:32,1,14,WR,LSU,Miami
6943958,30388,-0.751,CJ Daniels,FLMI,16,2,2,2,00:11,0,0,WR,LSU,Miami
6943960,30388,-2.206,Keelan Marion,FLMI,16,3,2,2,00:07,0,0,WR,BYU,Miami
6943966,30388,1.312,CJ Daniels,FLMI,16,1,3,10,15:00,1,15,WR,LSU,Miami
6943969,30388,1.444,Keelan Marion,FLMI,16,1,3,10,14:39,1,20,WR,BYU,Miami
6943973,30388,0.818,Keelan Marion,FLMI,16,2,3,14,13:19,1,10,WR,BYU,Miami
6943978,30388,-0.644,Keelan Marion,FLMI,16,2,3,7,11:26,0,0,WR,BYU,Miami
6943995,30388,-3.599,Mario Craver,TXAM,16,3,3,17,08:50,0,0,WR,Mississippi State,Texas A&M
6944012,30388,0.176,KC Concepcion,TXAM,16,2,3,11,04:31,1,7,WR,NC State,Texas A&M
6944040,30388,1.814,Mario Craver,TXAM,16,3,4,5,12:46,1,6,WR,Mississippi State,Texas A&M
6944044,30388,0.069,KC Concepcion,TXAM,16,2,4,8,11:49,1,5,WR,NC State,Texas A&M
6944049,30388,-0.656,KC Concepcion,TXAM,16,1,4,10,11:03,0,0,WR,NC State,Texas A&M
6944051,30388,-0.917,KC Concepcion,TXAM,16,2,4,10,10:38,0,0,WR,NC State,Texas A&M
6944055,30388,0.355,Mario Craver,TXAM,16,1,4,10,09:57,1,12,WR,Mississippi State,Texas A&M
6944061,30388,-1.447,Nate Boerkircher,TXAM,16,3,4,8,08:13,0,0,TE,Nebraska,Texas A&M
6944105,30388,1.924,KC Concepcion,TXAM,16,2,4,5,01:35,1,7,WR,NC State,Texas A&M
6944106,30388,0.653,Nate Boerkircher,TXAM,16,1,4,10,01:30,1,14,TE,Nebraska,Texas A&M
6944110,30388,-0.583,Mario Craver,TXAM,16,2,4,1,00:58,0,0,WR,Mississippi State,Texas A&M
6944114,30388,1.027,KC Concepcion,TXAM,16,1,4,10,00:46,1,14,WR,NC State,Texas A&M
6944116,30388,-0.621,Mario Craver,TXAM,16,1,4,5,00:39,0,0,WR,Mississippi State,Texas A&M
6944127,30389,2.058,De'Zhaun Stribling,MSUN,16,1,1,10,15:00,1,30,WR,Oklahoma State,Ole Miss
6944158,30389,1.549,Deuce Alexander,MSUN,16,1,1,10,08:25,1,26,WR,Wake Forest,Ole Miss
6944200,30389,-0.59,Deuce Alexander,MSUN,16,2,1,17,02:36,1,4,WR,Wake Forest,Ole Miss
6944271,30389,1.926,De'Zhaun Stribling,MSUN,16,3,2,4,13:11,1,6,WR,Oklahoma State,Ole Miss
6944277,30389,-1.116,De'Zhaun Stribling,MSUN,16,2,2,7,12:20,0,0,WR,Oklahoma State,Ole Miss
6944281,30389,-1.6,Deuce Alexander,MSUN,16,3,2,7,12:15,0,0,WR,Wake Forest,Ole Miss
6944318,30389,2.537,Deuce Alexander,MSUN,16,1,2,10,08:18,1,17,WR,Wake Forest,Ole Miss
6944323,30389,-0.966,Harrison Wallace III,MSUN,16,2,2,3,07:28,0,0,WR,Penn State,Ole Miss
6944331,30389,0.817,Caleb Odom,MSUN,16,1,2,10,06:16,1,8,WR,Alabama,Ole Miss
6944339,30389,0.16,Deuce Alexander,MSUN,16,1,2,10,05:21,1,5,WR,Wake Forest,Ole Miss
6944383,30389,1.164,De'Zhaun Stribling,MSUN,16,2,2,3,01:23,1,15,WR,Oklahoma State,Ole Miss
6944405,30389,0.438,Deuce Alexander,MSUN,16,1,2,10,00:42,1,15,WR,Wake Forest,Ole Miss
6944548,30389,0.954,Harrison Wallace III,MSUN,16,1,3,10,12:39,1,16,WR,Penn State,Ole Miss
6944551,30389,0.623,De'Zhaun Stribling,MSUN,16,1,3,10,12:13,1,15,WR,Oklahoma State,Ole Miss
6944565,30389,2.58,De'Zhaun Stribling,MSUN,16,2,3,10,10:18,1,13,WR,Oklahoma State,Ole Miss
6944646,30389,-0.718,Harrison Wallace III,MSUN,16,1,3,10,06:44,0,0,WR,Penn State,Ole Miss
6944649,30389,-0.083,Deuce Alexander,MSUN,16,2,3,10,06:38,1,5,WR,Wake Forest,Ole Miss
6944651,30389,1.399,Deuce Alexander,MSUN,16,3,3,5,05:56,0,0,WR,Wake Forest,Ole Miss
6944664,30389,-1.505,Harrison Wallace III,MSUN,16,3,3,10,05:44,1,3,WR,Penn State,Ole Miss
6944722,30389,0.761,Deuce Alexander,MSUN,16,1,3,10,03:31,1,15,WR,Wake Forest,Ole Miss
6944725,30389,0.333,Caleb Odom,MSUN,16,1,3,10,03:02,1,6,WR,Alabama,Ole Miss
6944927,30389,-1.975,Luke Hasz,MSUN,16,3,4,3,06:16,0,0,TE,Arkansas,Ole Miss
6945101,30390,3.055,Jamari Johnson,ORUN,16,1,1,10,13:26,1,41,TE,Louisville,Oregon
6945325,30390,1.198,Malik Benson,ORUN,16,1,2,10,13:07,0,0,WR,Florida State,Oregon
6945482,30390,2.929,Malik Benson,ORUN,16,2,2,2,04:30,1,46,WR,Florida State,Oregon
6945549,30390,-4.332,Malik Benson,ORUN,16,2,2,10,01:09,0,0,WR,Florida State,Oregon
6945759,30390,1.225,Malik Benson,ORUN,16,2,3,3,11:34,1,16,WR,Florida State,Oregon
6945762,30390,2.869,Malik Benson,ORUN,16,2,3,2,10:31,1,45,WR,Florida State,Oregon
6945919,30390,-8.149,Jamari Johnson,ORUN,16,3,3,8,03:13,0,0,TE,Louisville,Oregon
6946041,30390,-0.492,Malik Benson,ORUN,16,2,4,6,09:45,1,2,WR,Florida State,Oregon
6946044,30390,1.28,Malik Benson,ORUN,16,3,4,4,09:12,1,10,WR,Florida State,Oregon
6936078,30391,-0.542,Omari Evans,WAUN,18,1,1,10,08:55,0,0,WR,Penn State,Washington
6936214,30391,-0.903,Omari Evans,WAUN,18,1,2,10,00:54,1,0,WR,Penn State,Washington
6936216,30391,2.158,Omari Evans,WAUN,18,2,2,10,00:37,1,19,WR,Penn State,Washington
6936232,30391,-0.817,Omari Evans,WAUN,18,1,3,10,13:00,0,0,WR,Penn State,Washington
6936323,30391,-0.442,Omari Evans,WAUN,18,1,4,9,11:35,0,0,WR,Penn State,Washington
6936345,30391,1.477,Omari Evans,WAUN,18,2,4,10,09:03,1,10,WR,Penn State,Washington
6936352,30391,0.747,Omari Evans,WAUN,18,3,4,14,07:01,1,6,WR,Penn State,Washington
6943301,30397,-2.105,Cody Hardy,NCST,18,2,2,7,04:30,0,0,TE,Elon,NC State
6943397,30397,0.076,Cody Hardy,NCST,18,2,3,8,01:58,1,4,TE,Elon,NC State
6950603,30399,2.69,TreyShun Hurry,KYLO,18,2,1,10,10:35,1,17,WR,San José State,Louisville
6950705,30399,0.252,TreyShun Hurry,KYLO,18,2,2,7,06:05,1,6,WR,San José State,Louisville
6950710,30399,-1.173,TreyShun Hurry,KYLO,18,2,2,9,03:32,0,0,WR,San José State,Louisville
6950725,30399,0.04,TreyShun Hurry,KYLO,18,1,2,10,01:35,1,5,WR,San José State,Louisville
6951650,30402,-1.179,Jacob De Jesus,CAUN,18,1,1,10,11:12,1,-2,WR,UNLV,California
6951660,30402,1.004,Quaron Adams,CAUN,18,1,1,10,08:25,1,8,WR,South Dakota,California
6951662,30402,-0.101,Quaron Adams,CAUN,18,2,1,2,07:42,1,5,WR,South Dakota,California
6951664,30402,3.996,Jacob De Jesus,CAUN,18,1,1,10,07:08,1,41,WR,UNLV,California
6951694,30402,-0.768,Landon Morris,CAUN,18,1,1,10,00:59,0,0,TE,Temple,California
6951696,30402,1.513,Jacob De Jesus,CAUN,18,2,1,10,00:53,1,14,WR,UNLV,California
6951702,30402,1.539,Jacob De Jesus,CAUN,18,2,1,15,00:10,1,13,WR,UNLV,California
6951725,30402,-0.841,Jacob De Jesus,CAUN,18,1,2,10,12:51,0,0,WR,UNLV,California
6951726,30402,-1.073,Jacob De Jesus,CAUN,18,2,2,10,12:48,0,0,WR,UNLV,California
6951729,30402,3.053,Jacob De Jesus,CAUN,18,3,2,10,12:41,1,19,WR,UNLV,California
6951731,30402,0.972,Quaron Adams,CAUN,18,1,2,10,12:00,1,8,WR,South Dakota,California
6951779,30402,2.546,Jacob De Jesus,CAUN,18,3,2,5,02:38,1,10,WR,UNLV,California
6951786,30402,-0.727,Quaron Adams,CAUN,18,3,2,13,01:55,0,0,WR,South Dakota,California
6951808,30402,1.465,Quaron Adams,CAUN,18,1,2,10,00:22,1,17,WR,South Dakota,California
6951810,30402,0.746,Quaron Adams,CAUN,18,1,2,10,00:16,1,10,WR,South Dakota,California
6951823,30402,1.664,Quaron Adams,CAUN,18,3,3,2,14:21,1,7,WR,South Dakota,California
6951829,30402,-1.475,Jacob De Jesus,CAUN,18,3,3,9,13:09,1,0,WR,UNLV,California
6951863,30402,2.583,Landon Morris,CAUN,18,2,3,9,05:15,1,20,TE,Temple,California
6951869,30402,-2.248,Jacob De Jesus,CAUN,18,2,3,6,03:37,1,9,WR,UNLV,California
6951873,30402,-2.156,Jacob De Jesus,CAUN,18,3,3,9,02:40,0,0,WR,UNLV,California
6951903,30402,1.925,Jacob De Jesus,CAUN,18,2,4,8,12:07,0,0,WR,UNLV,California
6951933,30402,-0.957,Jacob De Jesus,CAUN,18,1,4,10,07:19,0,0,WR,UNLV,California
6951939,30402,3.552,Jacob De Jesus,CAUN,18,3,4,3,06:30,1,30,WR,UNLV,California
6951953,30402,2.16,Jacob De Jesus,CAUN,18,1,4,10,03:16,1,12,WR,UNLV,California
6952917,30403,-0.074,Griffin Wilde,ILNW,18,3,1,8,14:16,1,7,WR,South Dakota State,Northwestern
6952959,30403,0.414,Griffin Wilde,ILNW,18,2,1,21,04:38,1,12,WR,South Dakota State,Northwestern
6952961,30403,-0.941,Griffin Wilde,ILNW,18,3,1,9,03:58,0,0,WR,South Dakota State,Northwestern
6952974,30403,1.299,Griffin Wilde,ILNW,18,2,1,7,01:15,1,7,WR,South Dakota State,Northwestern
6953004,30403,-0.287,Griffin Wilde,ILNW,18,1,2,10,08:01,1,2,WR,South Dakota State,Northwestern
6953009,30403,2.893,Griffin Wilde,ILNW,18,3,2,4,06:40,1,23,WR,South Dakota State,Northwestern
6953016,30403,0.561,Griffin Wilde,ILNW,18,1,2,10,06:24,1,7,WR,South Dakota State,Northwestern
6953021,30403,-0.621,Griffin Wilde,ILNW,18,1,2,5,05:11,0,0,WR,South Dakota State,Northwestern
6953105,30403,-1.11,Griffin Wilde,ILNW,18,2,3,9,07:18,0,0,WR,South Dakota State,Northwestern
6953107,30403,3.271,Griffin Wilde,ILNW,18,3,3,9,07:11,1,14,WR,South Dakota State,Northwestern
6953115,30403,0.804,Griffin Wilde,ILNW,18,1,3,10,04:33,1,8,WR,South Dakota State,Northwestern
6953123,30403,2.124,Griffin Wilde,ILNW,18,1,3,10,02:38,1,11,WR,South Dakota State,Northwestern
6953139,30403,0.323,Griffin Wilde,ILNW,18,1,3,10,00:04,1,6,WR,South Dakota State,Northwestern
6953141,30403,-0.834,Griffin Wilde,ILNW,18,2,4,4,15:00,0,0,WR,South Dakota State,Northwestern
6953220,30404,0.227,Javon Tracy,MNUN,18,1,1,10,12:47,1,6,WR,Miami (OH),Minnesota
6953222,30404,-1.172,Javon Tracy,MNUN,18,2,1,4,12:09,0,0,WR,Miami (OH),Minnesota
6953330,30404,1.117,Javon Tracy,MNUN,18,2,2,10,05:01,1,9,WR,Miami (OH),Minnesota
6953393,30404,-1.273,Drew Biber,MNUN,18,3,3,16,09:07,0,0,TE,Purdue,Minnesota
6953474,30404,-1.954,Drew Biber,MNUN,18,3,4,7,07:00,0,0,TE,Purdue,Minnesota
6953978,30406,-0.935,Cataurus Hicks,PAPT,18,1,1,10,02:14,0,0,WR,Louisville,Pittsburgh
6954100,30406,-0.955,Cataurus Hicks,PAPT,18,1,2,10,01:40,0,0,WR,Louisville,Pittsburgh
6954108,30406,-1.1,Cataurus Hicks,PAPT,18,2,2,12,01:18,0,0,WR,Louisville,Pittsburgh
6954120,30406,1.433,Justin Holmes,PAPT,18,1,2,10,00:57,1,23,TE,Marshall,Pittsburgh
6954364,30406,-1.124,Deuce Spann,PAPT,18,2,4,9,11:45,0,0,WR,Florida State,Pittsburgh
6954373,30406,1.146,Justin Holmes,PAPT,18,2,4,6,10:04,1,18,TE,Marshall,Pittsburgh
6954390,30406,2.748,Justin Holmes,PAPT,18,2,4,10,06:30,1,21,TE,Marshall,Pittsburgh
6954393,30406,1.306,Justin Holmes,PAPT,18,1,4,10,05:53,1,20,TE,Marshall,Pittsburgh
6954472,30406,-0.028,Justin Holmes,PAPT,18,1,4,10,00:57,1,5,TE,Marshall,Pittsburgh
6954484,30406,1.04,Justin Holmes,PAPT,18,1,4,10,00:21,1,13,TE,Marshall,Pittsburgh
6954068,30407,0.976,Devonte Ross,PAST,18,1,1,10,13:40,1,8,WR,Hudson Valley,Penn State
6954073,30407,-0.777,Trebor Pena,PAST,18,2,1,2,13:03,1,0,WR,Syracuse,Penn State
6954106,30407,-0.025,Tristan Smith,SCCL,18,1,1,10,08:32,1,5,WR,Southeast Missouri State,Clemson
6954168,30407,-0.335,Devonte Ross,PAST,18,2,2,10,15:00,1,4,WR,Hudson Valley,Penn State
6954191,30407,-0.95,Devonte Ross,PAST,18,1,2,10,12:20,0,0,WR,Hudson Valley,Penn State
6954196,30407,2.118,Trebor Pena,PAST,18,2,2,10,12:12,1,13,WR,Syracuse,Penn State
6954203,30407,-1.07,Devonte Ross,PAST,18,2,2,14,11:09,0,0,WR,Hudson Valley,Penn State
6954243,30407,-1.248,Tristan Smith,SCCL,18,3,2,10,06:21,0,0,WR,Southeast Missouri State,Clemson
6954260,30407,3.146,Trebor Pena,PAST,18,3,2,8,05:06,1,14,WR,Syracuse,Penn State
6954279,30407,-0.936,Tristan Smith,SCCL,18,1,2,10,03:42,0,0,WR,Southeast Missouri State,Clemson
6954329,30407,1.282,Devonte Ross,PAST,18,1,2,10,00:52,1,9,WR,Hudson Valley,Penn State
6954335,30407,1.001,Devonte Ross,PAST,18,1,2,10,00:33,1,8,WR,Hudson Valley,Penn State
6954343,30407,-0.689,Trebor Pena,PAST,18,1,2,10,00:18,0,0,WR,Syracuse,Penn State
6954347,30407,-0.926,Devonte Ross,PAST,18,2,2,10,00:13,0,0,WR,Hudson Valley,Penn State
6954415,30407,-0.367,Devonte Ross,PAST,18,2,3,3,13:01,1,2,WR,Hudson Valley,Penn State
6954438,30407,-0.153,Devonte Ross,PAST,18,3,3,12,10:19,1,8,WR,Hudson Valley,Penn State
6954441,30407,-3.25,Devonte Ross,PAST,18,4,3,4,09:40,0,0,WR,Hudson Valley,Penn State
6954529,30407,-0.89,Trebor Pena,PAST,18,2,3,11,00:58,1,0,WR,Syracuse,Penn State
6954570,30407,8.428,Trebor Pena,PAST,18,3,4,8,13:04,1,73,WR,Syracuse,Penn State
6954611,30407,0.147,Tristan Smith,SCCL,18,1,4,10,10:23,1,5,WR,Southeast Missouri State,Clemson
6954613,30407,0.448,Tristan Smith,SCCL,18,2,4,5,09:51,0,0,WR,Southeast Missouri State,Clemson
6954633,30407,0.89,Devonte Ross,PAST,18,1,4,10,08:47,1,10,WR,Hudson Valley,Penn State
6954646,30407,4.089,Devonte Ross,PAST,18,3,4,7,07:07,1,35,WR,Hudson Valley,Penn State
6954737,30409,0.943,Carsen Ryan,UTBY,18,1,1,10,15:00,1,12,TE,Utah,BYU
6954751,30409,0.946,Carsen Ryan,UTBY,18,2,1,6,11:28,1,14,TE,Utah,BYU
6954765,30409,-1.049,Dean Patterson,GATC,18,2,1,3,08:07,0,0,WR,Florida International,Georgia Tech
6954766,30409,-0.758,Dean Patterson,GATC,18,3,1,3,07:58,0,0,WR,Florida International,Georgia Tech
6954773,30409,0.315,Carsen Ryan,UTBY,18,1,1,10,07:40,1,6,TE,Utah,BYU
6954810,30409,1.404,Dean Patterson,GATC,18,1,1,10,03:09,1,9,WR,Florida International,Georgia Tech
6954846,30409,3.252,Carsen Ryan,UTBY,18,2,1,10,00:15,1,35,TE,Utah,BYU
6954883,30409,2.084,Carsen Ryan,UTBY,18,3,2,6,12:06,1,14,TE,Utah,BYU
6954953,30409,1.368,Dean Patterson,GATC,18,2,2,10,08:08,1,10,WR,Florida International,Georgia Tech
6954972,30409,-0.773,Eric Rivers,GATC,18,2,2,8,05:46,0,0,WR,Florida International,Georgia Tech
6955012,30409,1.663,Eric Rivers,GATC,18,1,2,5,05:33,1,5,WR,Florida International,Georgia Tech
6955040,30409,1.892,J.T. Byrne,GATC,18,1,2,6,05:19,1,6,TE,California,Georgia Tech
6955151,30409,-0.902,Eric Rivers,GATC,18,1,2,10,00:36,0,0,WR,Florida International,Georgia Tech
6955166,30409,-0.806,Eric Rivers,GATC,18,1,2,10,00:11,0,0,WR,Florida International,Georgia Tech
6955283,30409,-0.621,Eric Rivers,GATC,18,1,3,10,13:19,0,0,WR,Florida International,Georgia Tech
6955325,30409,1.009,Carsen Ryan,UTBY,18,1,3,10,09:45,1,18,TE,Utah,BYU
6955345,30409,-0.487,Carsen Ryan,UTBY,18,1,3,8,07:49,0,0,TE,Utah,BYU
6955362,30409,1.319,Eric Rivers,GATC,18,1,3,10,06:56,1,15,WR,Florida International,Georgia Tech
6955431,30409,0.852,Eric Rivers,GATC,18,1,3,10,03:08,1,16,WR,Florida International,Georgia Tech
6955502,30409,0.837,Carsen Ryan,UTBY,18,1,4,10,12:22,1,13,TE,Utah,BYU
6955586,30409,-2.247,Carsen Ryan,UTBY,18,3,4,4,08:22,0,0,TE,Utah,BYU
6955686,30409,0.791,Carsen Ryan,UTBY,18,1,4,10,03:57,1,8,TE,Utah,BYU
6955742,30409,-0.95,Dean Patterson,GATC,18,1,4,10,01:56,0,0,WR,Florida International,Georgia Tech
6955753,30409,-1.148,Eric Rivers,GATC,18,3,4,15,01:10,0,0,WR,Florida International,Georgia Tech
6955760,30409,7.901,Eric Rivers,GATC,18,4,4,15,01:01,1,66,WR,Florida International,Georgia Tech
6955795,30409,-1.669,Dean Patterson,GATC,18,3,4,10,00:19,0,0,WR,Florida International,Georgia Tech
6956043,30412,1.901,Xavier Loyd,MOUN,18,3,1,4,13:50,1,6,WR,Illinois State,Missouri
6956069,30412,-1.101,Cam Ross,VAUN,18,1,1,10,11:52,1,-1,WR,James Madison,Virginia
6956074,30412,2.801,Jahmal Edrine,VAUN,18,3,1,8,10:42,1,10,WR,Purdue,Virginia
6956091,30412,-3.458,Cam Ross,VAUN,18,4,1,3,06:27,0,0,WR,James Madison,Virginia
6956127,30412,-0.183,Cam Ross,VAUN,18,1,1,10,03:07,1,4,WR,James Madison,Virginia
6956138,30412,-0.895,Cam Ross,VAUN,18,1,1,10,01:06,0,0,WR,James Madison,Virginia
6956143,30412,1.697,Jahmal Edrine,VAUN,18,2,1,10,01:01,1,11,WR,Purdue,Virginia
6956205,30412,-0.12,Jahmal Edrine,VAUN,18,2,2,11,15:00,1,5,WR,Purdue,Virginia
6956208,30412,1.968,Jahmal Edrine,VAUN,18,3,2,6,14:22,1,12,WR,Purdue,Virginia
6956532,30412,-1.05,Jahmal Edrine,VAUN,18,2,3,12,14:26,0,0,WR,Purdue,Virginia
6956558,30412,3.303,Cam Ross,VAUN,18,4,3,2,11:53,1,6,WR,James Madison,Virginia
6956610,30412,0.635,Cam Ross,VAUN,18,2,3,8,06:18,1,6,WR,James Madison,Virginia
6956653,30412,-0.973,Kevin Coleman Jr.,MOUN,18,1,3,10,04:49,0,0,WR,Mississippi State,Missouri
6956678,30412,-3.256,Xavier Loyd,MOUN,18,3,3,5,04:08,0,0,WR,Illinois State,Missouri
6956697,30412,1.393,Cam Ross,VAUN,18,3,3,5,02:58,1,10,WR,James Madison,Virginia
6956755,30412,-0.352,Kevin Coleman Jr.,MOUN,18,2,3,8,00:36,1,4,WR,Mississippi State,Missouri
6956757,30412,-1.644,Kevin Coleman Jr.,MOUN,18,3,3,4,00:03,1,2,WR,Mississippi State,Missouri
6956976,30412,2.998,Kevin Coleman Jr.,MOUN,18,3,4,9,01:11,1,11,WR,Mississippi State,Missouri
6956613,30413,1.487,Tanner Koziol,TXHO,18,2,1,8,14:14,1,9,TE,Wisconsin,Houston
6956713,30413,-0.606,Amare Thomas,TXHO,18,2,1,5,08:09,0,0,WR,UAB,Houston
6956743,30413,2.848,Amare Thomas,TXHO,18,3,1,8,06:37,1,8,WR,UAB,Houston
6956805,30413,1.423,Amare Thomas,TXHO,18,2,1,7,01:42,1,14,WR,UAB,Houston
6956809,30413,-0.707,Tanner Koziol,TXHO,18,1,1,10,01:04,0,0,TE,Wisconsin,Houston
6956815,30413,-0.365,Tanner Koziol,TXHO,18,3,1,4,00:20,1,3,TE,Wisconsin,Houston
6956888,30413,2.206,Amare Thomas,TXHO,18,3,2,4,11:13,1,4,WR,UAB,Houston
6956956,30413,-2.923,Amare Thomas,TXHO,18,4,2,4,06:29,1,3,WR,UAB,Houston
6957018,30413,-0.815,Barion Brown,LAST,18,1,2,10,02:00,0,0,WR,Kentucky,LSU
6957022,30413,-0.759,Bauer Sharp,LAST,18,2,2,10,01:55,1,16,TE,Oklahoma,LSU
6957043,30413,0.793,Tanner Koziol,TXHO,18,2,2,4,01:22,1,4,TE,Wisconsin,Houston
6957048,30413,0.995,Harvey Broussard III,TXHO,18,1,2,10,01:18,1,12,WR,Louisiana,Houston
6957057,30413,0.987,Tanner Koziol,TXHO,18,2,2,6,00:47,1,7,TE,Wisconsin,Houston
6957060,30413,-0.817,Amare Thomas,TXHO,18,1,2,10,00:43,0,0,WR,UAB,Houston
6957062,30413,1.518,Tanner Koziol,TXHO,18,2,2,10,00:37,1,12,TE,Wisconsin,Houston
6957070,30413,-0.542,Harvey Broussard III,TXHO,18,1,2,10,00:24,0,0,WR,Louisiana,Houston
6957074,30413,-0.777,Amare Thomas,TXHO,18,2,2,10,00:20,0,0,WR,UAB,Houston
6957083,30413,1.633,Tanner Koziol,TXHO,18,1,2,7,00:09,1,7,TE,Wisconsin,Houston
6957094,30413,-1.121,Tanner Koziol,TXHO,18,2,3,10,13:52,0,0,TE,Wisconsin,Houston
6957099,30413,2.807,Barion Brown,LAST,18,1,3,10,13:31,1,37,WR,Kentucky,LSU
6957121,30413,2.739,Tanner Koziol,TXHO,18,3,3,8,08:16,1,10,TE,Wisconsin,Houston
6957124,30413,1.09,Tanner Koziol,TXHO,18,1,3,10,07:01,1,22,TE,Wisconsin,Houston
6957153,30413,1.285,Barion Brown,LAST,18,1,3,10,01:29,0,0,WR,Kentucky,LSU
6957155,30413,-0.902,Barion Brown,LAST,18,1,3,10,01:22,0,0,WR,Kentucky,LSU
6957169,30413,0.762,Amare Thomas,TXHO,18,1,4,10,14:48,1,8,WR,UAB,Houston
6957172,30413,1.026,Amare Thomas,TXHO,18,1,4,10,13:45,1,-2,WR,UAB,Houston
6957178,30413,1.977,Amare Thomas,TXHO,18,3,4,5,12:08,1,19,WR,UAB,Houston
6957185,30413,0.611,Amare Thomas,TXHO,18,1,4,10,10:31,1,10,WR,UAB,Houston
6957187,30413,-1.159,Amare Thomas,TXHO,18,1,4,7,09:48,1,-6,WR,UAB,Houston
6957211,30413,1.872,Tanner Koziol,TXHO,18,4,4,1,04:18,1,2,TE,Wisconsin,Houston
6957224,30413,-1.747,Barion Brown,LAST,18,1,4,10,02:22,1,0,WR,Kentucky,LSU
6957236,30413,-0.797,Nic Anderson,LAST,18,1,4,1,01:30,0,0,WR,Oklahoma,LSU
6961369,30416,-2.628,Justin Bowick,ILUN,18,4,1,7,11:21,0,0,WR,Ball State,Illinois
6961409,30416,0.87,Hudson Clement,ILUN,18,1,1,10,06:16,1,11,WR,West Virginia,Illinois
